Data,Sentiment
বইটির অনুবাদ খুবী বাজে যদি পরিমারজন সংসকরণ করা হয় রনিভুল কপি সংগরহ করবো সেটা অবশযই রিভিউ মাধযমে আমাদের কে জানাবেন,0
সতযি অসাধারণ এক বই এত সুনদর যুকতি সহকারে নাসতিকদের পরশনগুলো ডিবাংক করা হয়েছে যা পরশংসার দাবি রাখে,1
পরথম ব যাপারটিতে হতাশ হয়েছি সেটা হল সাদা কালো কমিকস এটা দেখে বোঝা যায়না বা লেখাও নাই কোথাও মাঝের কয়েকটা পেজ ঝাপসা ক যারেকটারগুলো দেখে মনে হয়েছে পরিনট কোয়ালিটি অতটা ভাল হয়নি মোট কথা ভাল লাগেনি কেনাটা লস হয়েছে,0
ভাইয়া বই টা কিনতু জোস,1
অসাধারণ বই,1
আফসোস বাংলা ভাষায় জঘনয শবদটির নীচে শবদ নেই,0
পড়া সবচেয়ে ভাল বই,1
কাকাবাবু পশচিমবঙগের রহসয গোয়েনদা ভৌতিক কাহিনী পড়ে অনেক ভাল লাগল অনেক ভাল বই,1
একঘেয়ে বিরকতিকর বেশিরভাগ চুটকিই টুকলিফাই অথবা খানিকটা চেঞজ পরকাশ করা হয়েছে,0
বইয়ের ডুডলটা দেখে বোঝা সমভব না এটা এলবাম নাকি বই মানে বরতমানে এমন টরেনড তৈরি হয়েছে ফেবু ইউটিউব চুলেরবেটিগুলাররও বই বের করা লাগবে ইনিও তেমনটা করছেন এক কথায় বাবা খাইয়া অল রাউনডার হতে চাইছিলেন সতযি কথা বলতে এদের বই বের করা দেখলে আমারও ইচছা জাগে কোনো কিছু নিয়ে বই লেখার যেমন রাবার পিনিকের চোঁট বা গাঁজার পিনিকে একদিন ইতযাদি,0
বই খারাপ হতে থাকে চরিতরটি আরও খারাপ হতে থাকে পলটগুলি আরও খারাপ হতে থাকে কথোপকথনটি ভয়ানক বযারিংটন মোট রেকরড,0
জাফর ইকবাল সযারের অনযানয বইয়ের মতো বইটা অতটা ভালো লাগল না বইয়ের নামের সাথে বিষয়বসতুর অতটা মিল পেলাম না পরথম দিকে কিছুটা পরেত নিয়ে কথা থাকলেই পরে গিয়ে বিষয়ের মিল খুজে পেলাম না,0
পড়া অনযতম ফালতু উপনযাস হেমকানতের পরবাহটা নিঃসনদেহে ভাল লেগেছে কিনতু ধরুব রেমির অধযায়গুলা এতটাই বিরকতিকর লেগেছে পড়ার সময় মনে হয়েছে তাড়াতাড়ি শেষ করতে পারলেই বাচি নায়িকা জান দিয়ে ভালবাসবে নায়ক হেয়ালি বেড়াবে পাততা দিবেনা থিমটুকুর উপর অরধেক বই নিয়ে গেছেন লেখক অনেকটা লুতুপুতু টাইপ উপনযাস হয়ে গেছে তযানাপযাচানী তযানাপযাচানী তযানাপযাচানী পড়া এখন পরযনত সবচে বিরকতিকর বই চরিতর হচছে ধরুব ধরুব রেমির পরবাহটা কারো ভাল লাগলে জোর গলায় তাকে বলবো আপনি ভাই জি বাংলা জলশা সটার পলাসের সিরিয়াল দেখুন আপনার ভাল লাগবে অংশটা এতটাই বিরকতিকর বাকি বইটা যথেষট ভাল লাগলেও শেষ পরযনত বইটাকে অপছনদের তালিকায় ফেলে দিলাম,0
এক কথায় অসাধারণ,1
ধরনের বই বইমেলা বইমেলার পাঠক বই মেলার লেখক সকলের অপমান সসতা জনপরিয়তার কুশরী উপসথাপন,0
ফালতু বই টাকা নসট হইছে,0
এটি পড়ার চেষটা করেছি তবে একই পরীকষার বিষয়ে কযারল পোগাশের বইটি পড়ার পরে নিসতেজ অনুকরণটি শেষ করতে পারিনি,0
দারুন বই,1
মারাতনক থরিলার পরতযেক মূহুরতে চমক ছিল মুশকান চরিতরটি ছিল অসাধারণ,1
আপনার যদি পিনহেডের পরয়োজন হয় তবে আপনাকে বইটিতে আপনার অরথ নষট করার পরাপয কীভাবে পরিবার বাড়াতে হবে তা বলার,0
বইটিতে টিরও বেশি পৃষঠা রয়েছে ইতিহাসে বরিটিশ নৌবাহিনীর সবচেয়ে খারাপ পরাজয়ের কারটেজেনার অবরোধ লেখক ঠিক টি লাইন উতসরগ করেছিলেন,0
আপনার অরথ সঞচয় করুন তথাকথিত নায়িকা খুব বিরকতিকর ছিল খারাপ লোকটির সাথে ছিলাম যথেষট বলেছ,0
তে রকমারির বেসট সেলার লিসটে বইটি  নমবরে ছিল দেখেই কিনলাম অসাধারণ এক বই বই যদি আগামী  বছরও রকমারির বেসট সেলার লিসটে থাকে তবে অবাক হব না বেসট সেলার লিসটের   নং বই দুটিও অতযনত ভালো বই দুটি হচছে রাগিব হাসানের  গবেষণায় হাতেখড়ি  মন পরকৌশল সবপন অনুপরেরণা জীবন গড়ার ফরমুলা চমক রাগিব সযারদের কাছ এরকম আরো বই পরতযাশা করি,1
রকমারির এমন বই বিকরি করাই উচিৎ হয় নি আমরা সবসময় ভালো কিছু আশা করি রকমারি,0
এক কথায় অসাধারন বই অসমভব সুনদর ভালো করিয়েটিভ বই,1
বইটিতে কযাথলিক বিশবাস সমপরকে অনেকগুলি বিকৃতি ভুল ধারণা রয়েছে অনযানয উতস সুপারিশ,0
অসাধারণ মজা করেও পরোগরামিং শেখা যায় সেটা পরমাণিত অনেক জটিল শবদের সহজ উদাহরণ না বুঝে কোনো উপায় নেই আরো চাই চাই চাই আরো চাই,1
জে জযানসের আরও দুটি সিরিজ পড়েছি উপনযাসে নিখরচায় যৌন গরাফিক দৃশযের পরসতুত ছিলাম না,0
মাশাআললাহ অসাধারণ বই পরতযেকটি মুসলিম ভাই বোনকে পড়ার অনুরোধ রইল,1
গলপগুলো মজার,1
জহির রায়হান এক কিংবদনতির নাম বইটিতে সবগুলো লেখা একজন পাঠকের হৃদয় সপরশ যাবে একথা নিঃসনদেহে বলতে পারি,1
অসাধারণ উপনযাস সকলের পড়া উচিৎ,1
অনুবাদ পরাঞজল না পড়তে ভালো লাগেনি,0
অনধকারের গরহ চমৎকার সায়েনস ফিকসান,1
জঘনয বই,0
বইটি পড়তে পেরে খুব আননদিত রকমারির সারভিস অনেক ভাল দিয়ে পরোগরামিং শুরু করার অনেক ভাল বই ধনযবাদ জানাই মোঃ কামরুজজামান নিটন ভাইকে,1
এসব আবরজনাকে অকবিতা বলাও কবিতাকে অপমান করার সমতুলয,0
মহাকাশ বিজঞান বিষয়ক বই পড়তে খুব ভালো লাগে না কিনতু বইটি পড়ে বেশ আননদ পেয়েছি অনুবাদ যথেষট ভালো লেগেছে সবচেয়ে যেটা ভালো লেগেছে সেটা হচছে পরতিটা জিনিসের সাথে ছবি লাগানো আছে ছবি গুলার বইটি পড়তে বেশি মজা পেয়েছি ভালো লেগেছে বইটা,1
বই কাহিনী কাছে ভালোই লেগেছে কিনতু বই অসংখয বানান ভুল মজা নষট দিয়েছে আগে বাংলা বইয়ে এতো বানান ভুল পাই নাই বিরকতিকর হতাশাজনক,0
লেখক জন সি মযাকসওয়েল  বছরের বাসতব অভিজঞতা খুব দারুণ ভাবে তুলে ধরেছেন বইটি অসাধারণ ভাবে সাবলীলভাবে বাংলায় অনুবাদ করেছেন ফজলে রাববি বইটি পাঠ বেশ ভালো লাগলো ধরনের আরও বই চাই,1
বইটা অসথির যারা টিনেজ পার ফেলেছেন তবে বইটি পড়তে পারেননি তাদের সমবেদনা টিনেজ দের জনযও বই হতে পারে সেটাও এত সুনদর হতে পারে তা জানা ছিল না অনুবাদ ভালোই হয়েছে,1
খুবই ভাল বই পড়ে অনেক কিছু জানতে শিখতে পারছি,1
বইটি বিরকতিকর ভাবলাম এটি সরস হতে চলেছে জাহাননাম হিসাবে বিরকতিকর ছাড়া না নিজের টাকা বাঁচাও,0
এইটা উপনযাস মুকতিযুদধ আশরিত বযবসায়িক সেইফ সাইড কোমল উপনযাস কিনতু এটি মুকতিযুদধের উপনযাস নয় কথাটা মনে রাখলেই পড়তে বেশ লাগে কিনতু হলোকাসট নিয়ে ইহুদীরা যেমন সচেতন মুকতিযুদধ রাজাকার পাকিসতানীদের ভূমিকা নিয়ে চেয়ে বেশি সচেতন এইটুকুই রিভিউ এইটাই নিমন রেটিং পরধান কারণ,0
বাংলা একাডেমীর উচিত বইয়ের লেখিকা পরকাশনীর বিরুদধে কঠোর বযবসথা নেয়া যাতে অনয কেউ ভবিষযতে ভাষার বিকৃতি বই বের না,0
ভালো লাগে নাই মিসির আলি সিরিজের অনযতম বাজে বই,0
বইটা ভালো হয় নাই,0
অনুবাদ খুব খারাপ ছিল অনুবাদকের লকষয নাকি আরো অনেক বই অনুবাদ করা আগে আসতে হবে টাকা দিয়ে কিনে গারবেজ পড়া খুবই বিরকতিকর,0
অসাধারণ কিশোর উপনযাস বেশ ভালো,1
নাহ ইউপিএলের ভারসনটা দেখতে সুনদর হলেও অনুবাদের মান নিমন বাইনডিং পেইজ কোয়ালিটিও ভালো মানের না অনুবাদ কেমন যেন ছাড়া ছাড়া লাগলো,0
দেখতে পেলাম মহিলাকে সফল হওয়ার পথে একাকী মনসথিরতা ছিল পযাথলজিকাল ফলসবরূপ বইটি খুব বিরকতিকর কোনও মুকতির মূলয ছাড়াই খুঁজে পেয়েছে,0
হাউস অফ দয সপিরিটস পরিয় বইগুলির মধযে এমনকি বিশবাস করি না তিনি বিরকতিকর ভরানত বাজে কথা লিখেছেন এটি পরায় পৃষঠাগুলির মাধযমে করা হয়েছে,0
বইয়ের সাইজের বযাপার থাকে এটা ধরনের ফালতু সাইজের বই বই পড়ার পর তা দিয়ে মানুষ ঝালমুড়ি খায় না সেলফে রাখে এটা ধরনের সাইজের বই,0
ই বইটা পড়ে ভয়ানক বিরকত হয়েছিলাম উফ,0
অসাধারন বই সবারই পড়া উচিত,1
মনে করি থরিলার পরেমিদের আবশযক বই পরতিটি অধযায়েই রয়েছে অসাধারণ থরিল যা আপনাকে বইয়ের সাথে আটকে রাখতে বাধয করবে,1
পড়তে পড়তে বিরকত লাগছিলো বিশেষ কিছুই নেই,0
ফালতু বই ইংলিশ মুভির ডায়লগ কপি করা,0
আরিফ আজাদের বই মানেই বিশেষ কিছু আরেকটি বেসট সেলার বইয়ের অপেকষায়,1
পরথম দু টি অধযায় পড়েছি পরে তা তযাগ করেছি এটি অশোধিত হাসযকর ছিল কারও কাছে এটি সুপারিশ করবে না,0
পাঁচ পাঁচ কিছু বলার নেই,1
ধরে নিয়েছিলাম এটি তাঁর মধযযুগীয় উপনযাসগুলির ধারাবাহিকতা হবে যা পরতযাশা করতাম তা নয় সাধারণত পড়তে পারি এমন কিছু নয়,0
সপেন বিজয় বিজয়ী তারিক বিন যিয়াদকে নিয়ে লিখা মাসটারপিস এক খনডে পুরো ঐতিহাসিক উপনযাস পরথমে কিনব কিনব না নিয়ে দবিধাদবনদে ছিলাম কিনতু কিনার পরে সব সংশয় দূর হয়ে যায় নিঃসনদেহে পড়ে দেখার কালেকশনে রাখার মত বই,1
নোংরা অরথহীন যারা বই নিয়ে মাতামাতি বইয়ের মাথামুনডুহীন উপসথাপনাকে কলপনায় বিমূরত শিলপ ভেবে নেয় হয়তো,0
একবাকযে বলতে গেলে মুসলিম বিদবেষী হিনদু জাতীয়তাবাদ,0
একদম ছোট ছোট লেখা পড়তেই কষট হয় বইটি দেখতে অনেকটা খাতার মত একদম বেডপ,0
বইটি পড়ার চেষটা করেছি তবে এটি ধীর শুকনো ছিল লেখার বিষয়টি দুরদানত ছিল কারণ এটি লোড করেছিলাম,0
মনটা ভরে গেলো সমরপণের বইগুলো একেবারে মাসটার পিস আললাহ তাদেরকে উততম জাঝা দিক,1
খুবই চমৎকার বই কাজে আসবে,1
শুরুটা যতটা ভাল ছিল শেষটা ততোটাই বাজে ছিল,0
আপনি যদি অবশেষের অবসনন কলানতিকর পৃষঠাগুলি বিখযাত পূরণ বকতৃতা পরারথনা কবিতা মুছে ফেলেন রাষটরপতি ওবামার বিরোধী বিরকতি যোগ করেন তবে আপনার নিরবাচনী পুসতিকা রয়েছে,0
হাজার বইয়ের ভিতরে ইতিহাস জানার এক অসাধারন বই সঠিক ইতিহাস জানতে এক নিমিষেই পড়ে ফেলুন,1
অনযানয বইয়ের তুলনায় বইটি একদমই আলাদা কারনে আলাদা কিছু বলার নেই এক কথায় অসাধারন,1
পরায় পরতি পৃষঠায় বানান ভুল কয়েক জায়গায় তো বাকয গঠনই হয়নি দায়সরাভাবে কাজ সারা হয়েছে সবচেয়ে বড় কথা বইয়ের কনসেপট মৌলিক নয় বিটিভিতে আগে টিভি সিরিজ দেখাতো মেয়ে সমুদরের নীচে অনেককষণ থাকতে পারে তিমি মাছের সাথে গাঢ় বনধুতব সেরিনা নামের বইটাতেও সেইম কাহিনি জাফর সাহেব খুব যতন সহকারে কনসেপটটা মেরে দিয়ে একটু ঘুরিয়ে পেঁচিয়ে উপসথাপন করেছে আরকী,0
পরচুর বানান ভুল,0
এত খারাপ আনুবার জীবনে পরিনাই এক পেজে একজন মানুষের নাম তিন বানানে লেখে পরতিটা লাইনে কম বেশি ভুল,0
ভাল আমাকে ঠিক তহবিলের মধযে ডুবিয়ে রাখি ভাল শবর কী সনোবিচ বিচ বইটি শুরু করি,0
অসাধারণ বই বাংলার ইতিহাস করমবিকাশ বোঝার মাসটারপিস,1
বইটি অনেক মনযোগ দিয়ে পড়লাম এমন কথা আমাদের টেকসটবুকে থাকা পরয়োজন সতযি অসাধারন,1
শহরের গলপগুলি মনোরম ছিল পরতিটি ধারাবাহিক বই আরও গুণমানের সকেল ডাউন হয় এটি কী পরকাশিত হয়েছে,0
বইটি পড়ে খুশি হইনি এটি মোটামুটি শালীন পরযালোচনা পেয়েছে একদিন পড়ুন অকষরের অনুননত সমেত পরায় ছোট গলপ এটির পরসতাব দিই না,0
হতে পারে ছানা লিটে জবলতেছি ভয়াবহতা তবে বইটি খুব দরুত শেষ হবে না দুঃখিত লিয়ান সবামীদের গোপনীয়তা পছনদ করতাম,0
আলহামদুলিললাহ পড়া অনযতম সেরা বই,1
অসাধারণ বই,1
বইটি কেনার আগে খুব ভালো লেগেছিল মনে হয়েছিল অনেক ভালো হবে কিনতু এখন মোটেও ভালো লাগছে না কেমন যেন সসতা মানের,0
ভাষার মাসে বাংলাকে এটা কেমন অমরযাদা বইয়ের পরকাশনীকে জবাবদিহি করতে হবে সরেফ টাকার লোভে তারা এরকম বই কীভাবে বের,0
বইটিকে অকেজো হিসাবে কাছে পেয়েছি এটি কীভাবে সংগঠিত হওয়ার কথা এটি খুঁজে পাওয়া অসমভব কিছু খুঁজে পাওয়া অসমভবের কাছে খুব কঠিন,0
বইটিতে লেখার মান অতযনত খারাপ মনে হয় কপি পেষট টাইপের সবচেয়ে বাজে বিষয় পরায় কোডিং উদাহরনে পরচুর টাইপিং ভুল এক অধযায়ের কোডিং উদাহরন আরেক উদাহরনে লিখে ফেলেছে,0
মুহমমদ জাফর ইকবাল সযার পরথাগত সায়েনস ফিকশান বইগুলো সযার বের হয়ে এসে বইটা লিখেছেন তাঁর বই একই ধাঁচ এমন যারা অভিযোগ করেন তাদের মনে হয় বইটা ভিনন উদাহরণ রাখল মনিকা নামের অসাধারণ মেধাবী মেয়ে তাঁর বাবার সাথে থাকে তাঁর বাবা একজন বিজঞানী বিলুপত হয়ে যাওয়া মানব পরজাতির ভাগযকরমে বেঁচে যাওয়া শিশুকে নিয়ে বইটি আশা করি বইটি পড়ে ভালো লাগবে,1
রকম জঘনয বই লিখতে হলে আলাদা ধরণের পরতিভা লাগে লেখক আরিফ আজাদের পরতিভা আছে খুব ইচছা আরিফ বরো র সাথে একদিন সাকষাত করার উনি কী খায় কীভাবে ঘুমায় ডান দিকে নাকি বা দিকে পাশ ফিরে শোয় তা জানার খুবই ইচছা,0
পরথম  পৃষঠা পড়েছি গলপ বলার বারতায় হারিয়ে গিয়েছিলাম দেশের আরও আশা করি,0
এক কথায় অসাধারন বই,1
খোদা বই লেখা তো দেখি এখন নিজের পরচারনা চেহারাটাকে আরো বেশি পরিচিত করাবার ধানধায় পরিনিত হয়ে গেছে আয়মান ভাইয়ার দেখা দেখি এবার আরো দুইজন বই নিয়ে আসছে তাদের বইয়ে পড়ার মত তেমন কিছু আছে বলে মনে হল না এখন আবার রাবা খান বই লিখছে ভাল ভাল সামনের বছর সালমান মুকতাদির সৌমিক সৌভিক রাও বই লিখবে ছোট আজাদও কেন বাদ যাবে সেও বই লিখবে বাংলা একাডেমির উচিত কে বই লিখছে লিখছে বিষয়টা খেয়াল করা,0
কিনডল সংসকরণটি কেন পেপারবযাকের চেয়ে দবিগুণ চেয়ে বেশি হারডকভারের মতো একইরকম বেশি লোভী,0
দেশে ভবিষযতে ভালো মানের লেখকের অভাব পড়বে তা বোঝা যায় যখন বেসটসেলার বই লেখক হন একজন সেলিবরেটি লেখক যিনি সেলিবরেটি হবার পর লেখক হন যিনি ভিডিও লেকচার কে বই আকারে বের করেন বেহায়ার মতো বলেন বই বের করেছি কারণ সবাই দেখতে পারে না গরামে থাকে কাছে তো নাই এরকম মান ভাই সুখন ভাই মুকতাদির ভাই আফরিদি ভাই ই হবে বাঙালি পরজনমের উজজবল লেখক যাদের বই হবে কিভাবে আমাদের মতো হেটারদের সহয করবা কিভাবে ফেইসবুক চালাবা কিভাবে বাপের টাকা খরচ বাংলাদেশ ঘুরবা কিভাবে কে ভুলে থাকবা এদের বই ই হবে বেসটসেলার,0
কেমন লেগেছে পেণডুলাম ভালো লাগেনি পলট বেশ সুনদর আকরষণীয় শুরুটা দুরদানত বইয়ের গতিও বেশ ভালো কিছু ছোট ছোট টুইসট আসলেই ভালো কিনতু মাঝের কিছু অংশ শেষ দুটোই কাছে জঘনয লেগেছে মায়া চরিতরটার শুরুটা চারু আহসান চরিতরের সাথে ভারসাময রেখে সমানগতিতে হলেও মাঝের পর থেকেই চরিতর একেবারে সাদামাটায় রুপ নেয় ভালো লাগেনি বযাপারটা নাজিম ভাই বইটা নিয়ে পেণডুলামের মতই দোলাচলে রেখেছিলেন বইমেলা হাইপের সৃষটি হয়েছিলো হয়তোবা বেশি আশাবাদী ছিলাম তাই হতাশ হয়েছি অথবা বই পরকাশের চাপ থেকেই শেষটা তড়িঘড়ি শেষ দেয়া হয়েছে নাজিম ভাইর অনযানয বইয়ের মতই শেষটা আরেকটু গতিময় মারাতমক টুইসট হলে বইটাও খুব ভালো মৌলিক হতে পারতো,0
পুরাই অখাদয এক পেইজও পড়ার ধৈরয হয় নাই এত বাজে ইংরেজি জঞান নিয়ে বই লিখতে গেলেন কেন সহজ বাংলাতেও তো লিখা যেত,0
বইটি মোটেই ভাল লাগেনি গলপটি খুব দুরবল,0
করেতা সাবধান তাও তে চিং বিশবের সরবাধিক অনুবাদিত বই আরও ভাল অনুবাদ আছে এখানে অনয কোথাও দেখুন,0
অনেক ভুল আছে বইটিতে,0
নাসতিকদের উপযুকত জবাব বইটি দারুণ সংগরহে রাখার মতো বই,1
বইটি কিনেছি সরবোচচ পেয়েছি এটি ছিল মূলযবান পড়ার মোট সময় নষট কোনও গরিপ ছিল না খুব বেশি মাতরায় ছিল,0
বইটি যা কিনেছি তা নয় এটি যদি জানতাম বইটি যা চাইছিলাম তা নয়,0
বই টি সংগরহে আছে তা পড়েছি বই টি সমপরকে যদি এক কথায় বলতে হয় তবে বলবো মনদের ভালো খুবই সাধারন মানের আলোচনা করা হয়েছে ফরেকস নিয়ে তবে অপরয়োজনীয় গলপ লিখে নিজের পরকাশিত বইয়ের বিজঞাপন দিযে বইয়ের পেজের সংখযা বাড়ানো হয়েছে শুধু কয়েকটি উদাহরন দিলে বুঝতে পারবে ফরেন রেমিটেনস কিভাবে দেশের কাজে লাগে কিভাবে ইমেল এডরেস খুলতে হয় এসব আলাপ করা হয়েছে কিনতু লেখক বই তে ডিফলট করা ইনডিকেটর ই টরেডিং পলযান মানি মেনেজমেনটে ইতযাদি নিয়ে এক বরন আলোচনা করেন নাই এমন টরেডিং পলাটফরমের বিভিনন অপশন নিয়ে দায়সারা বরনণা দিয়েছেন সাথে রয়েছে অসংখয বানান ভুল বইয়ের  টি পেজের মধয   নামবার পেজ পরযনত  টি পেজে যা রয়েছে তা অতিকথন বা পুনরায় পরচার ছাড়া কিছুই না টিউটোরিয়াল সিডি দেয়া হয়েছে তা অতি সবলপ আলোচনা করা হয়েছে,0
বইটা মাতর পড়া শেষ করলাম খুব ভালই লাগলো বিজঞানের খুব কাছে বইটা লেখা হয়েছে,1
উপনযাস টা কাছে অসমভব রকমের ভালো লাগছে অনেক অনেক ধনযবাদ কাজী সাইফুল ইসলাম সযারকে,1
দেশ ভাগ নিয়ে যাদের জানার ইচছা আছে তাদের জনযে খুব ভালো বই,1
অসাধারণ অনুপরেরণার বই বযকতি জীবনের নানা সমসযা বেরিয়ে আসতে বইটি আমাকে সাহাযয করেছে লেখকের কাছ এমন আরো বই আশা করছি,1
ভুলভাল জঘনয অনুবাদ কেউ টাকা খরচ বই কিনবেন না,0
খুব ভালো লাগলো,1
বইটি ভালো লেগেছে তবে একই জিনিস বারবার উপসথাপন করা হয়েছে বেসিক অনেক কিছুই বিসতারিত বলা হয় নি শুধু কোড কপি পেসট দেখানো হয়েছে বরণনা সুনদর হলে ভালো হত,1
মারগোলিনের বেশিরভাগ বই পড়ার পরে এটি লিজের পছনদ মতো পেয়েছি গলপের লাইনটি হতাশ সংলাপের ফলযাট চরিতরগুলি বিনোদনের বিষয় সবে শেষ করতে পারে,0
অসাধারণ বই অনযানয জায়গায় কঠিন কঠিন কোড দেখে সব সময় বযবহার করেছি লেখার সাহস পাইনি কিনতু সুবিন ভাইয়ের বই মাতর একবার দেখে পুরো কোড নিজে লিখতে পেরেছি লেখার মজা পাওয়া বোঝার বই কেনার বিকলপ নেই,1
ভালো বই ছোট বড় সবার পড়া উচিত,1
এটি শেষ করতে পারিনি এটা পড়ে বিবরত হয়ে পড়েছিলাম নায়িকা চমতকার টুইট নায়কের আসলেই কোনও বযকতিতব থাকে না,0
হুমায়ুন আহমেদের এক অনবদয সৃষটি মধযাহন ইতিহাসের সেই সময়টায় চলে গিয়েছিল লেখকের সাথে পড়া শেষ হওয়ার পর মনে হলো ইশ সযার এত তাড়াতাড়ি শেষ ফেললেন একটু লিখলে হতো,1
কেনদরের শেষ তিনটি বইয়ের সংলাপটি আকরষণীয় নয় এটি শেষ করা কঠিন ছিল চারপাশে পরতিটি দৃশযকে কেনদর মনে হচছে দুঃখিত,0
যদিও ডাইভারজেনট বা ইনসারজেনটকে পছনদ করি না তারা অবশযই আমাদের ঘরে সটার রেঞজে ছিল এটি খারাপভাবে লেখা ছিল,0
ফালতু বই বই নামটা ভুতের বাচচা জাফর ইকবাল দিলে ভালো হতো,0
উততেজনাপূরণ গলপের পরতযাশা করছিলাম এটি খুব বিরকতিকর বই যা পড়ার সময় নষট করতে চাই না,0
ছোটবেলায় পড়া মনে থাকার মত বই,1
অনেক মজার রহসয গলপ,1
জীবনের পড়া সব বাজে বই গুলোর ভিতর বই টা পড়ে শেষ কেবল মনে হয়েছে সময়টাই অপচয় করলাম বইটা নিয়ে অনেক বেশি আশা ছিল যার কিছুই পূরন হয় নাই,0
ই কমারস সুনদর বই,1
ভালো লেগেছে,1
দয মায়ান কনসপিরেসি একাধারে ফযানটাসি অযাডভেঞচার থরিলার ফিকশন বই বলা যায় বইটির লেখক গরাহাম বরাউন মুল বাড়ি লনডনে হলেও তিনি যুকতরাষটরে বেড়ে উঠেছেন শিকষাজীবন কেটেছে পশচিম আমেরিকার অযারিজোনা তে সেখান তিনি ছোট বিমান চালানো শিখেন এরপর তিনি আইন কলেজে ভরতি হন এরপর তিনি কয়েক বছর পরে লেখালেখিতে মনোনিবেশ করেন দয মায়ান কনসপিরেসি লেখা পরথম উপনযাস তিনি রোমাঞচপনযাস পড়তে পছনদ করতেন পরে নিজে লেখালেখি শুরু করেছেন দয মায়ান কনসপিরেসি বইটি বাংলাতে অনুবাদ পরকাশ করা হয়  সালের একুশে বইমেলাতে বইটি অনুবাদ করেছেন অসীম পিয়াল বইটি পরকাশিত হয় রোদেলা পরকাশনী বইটির পরচছদ করেছেন রাকিবুল হাসান যা মুল বই অবলমবনে হকারের পরাকতন সি আই সহকরমীরা চায় ওকে খুন করতে ইনটারপোল চায় তাকে জীবিত গরেফতার করতে কিনতু লকষয আপাতত কোনটাই না হতে দেয়া উপনযাসের পরধান নারী চরিতর ডেনিয়েলিই হতে পারে মুকতির একমাতর পথ তাই সে সিদধানত নিল পৃথিবী হারিয়ে যাওয়া মায়ান শহর তুলান জুযুয়া খোঁজার গোপন অভিযানে ডেনিয়েলিকে সাহাযয করবে বিনিময়ে ডেনিয়েলি দেশে ফেরার বযবসথা দেবে কিনতু আমাজনের গহীন জঙগলে অভিযাতরীরা মুখোমুখি হল এক অচেনা শতরুর বনধুদের লাশের পাশে বসে ওরা আবিষকার করল তুলান জুযুয়ার খোঁজে ওরা একা আসেনি হঠাৎ আগরাসী হয়ে ফিরে এল পৌরাণিক দানব এদিকে যুদধ করতে করতে বারুদও পরায় শেষ হবে এরপরে কাহিনী কোনদিকে যাবে টান টান উততেজনাকর কাহিনী জানতে পারবেন বইটি পড়লে থরিলারপরেমী পাঠকদের কাছে অসাধারন লাগবে তারা বইটি পড়লে রোমাঞচিত হবেন এইটা আশা করা যায়,1
বইটি শুনেছি অনেক জনপরিয় বই কিনতু বইটি পড়ে তেমন ভালো লাগেনি আশা করছিলাম বইয়ের মধয অনেক শিকষানীয় বিষয় পাব কিনতু তেমন কিছুই পাইনি,0
সব সিরাতের চেয়ে সিরাতটা বেসট হইছে ধনযবাদ মাকতাবাতুল বায়ানকে,1
অসাধারণ চমৎকার,1
এরকম মনমানসিকতার মানুষ যারা পড়াশোনা কিংবা লেখালেখির ধারে কাছেও নেই তারাও শুধুমাতর নিজের ইমেজ বিকরি টাকা কামানোর উদদেশযে বই লেখা শুরু করেছে যদি তাই হয় তাহলে আমাদের বইয়ের সাহিতযের জগতের এক অনধকার জগতের শুরু হবে,0
পুরা ফালতু অনুবাদ সাটেল কে সাবটেল বানাইয়া দিসে গোরায় গলদ,0
বেশ মজার বই ভালো লেগেছে বইটি,1
হুমায়ুন আহমেদ সবচেয়ে বাজে বইয়ের মধযে কাহিনী হালকা গাঁজাখুরি ছনন ছাড়া পলটহোলে ভরা নট রিকমেনডেড,0
বাংলায় ছোটদের সেরা পরোগরামিং বই,1
সবচেয়ে পরিয বই,1
বইটি মোটেই পছনদ করি না ভেবেছিলাম এটি আবরজনা ছিল যতটা উদবিগন এটি তযাগ ছিল,0
শুধু ভয়ঙকর এটি শেষ করতে পারেনি কখনও বইতে চুষব না সিনেমাগুলিও এড়িয়ে যাব জীবন খুব সংকষিপত,0
বিভরানতিকর অরথহীন রহসয বরযাডবেরির সায়েনস ফিকশন গলপগুলি পছনদ করতাম রহসযগুলির অপেকষায় ছিলাম হতাশা,0
অভিভাবক শিকষারথীদের বইটি খুবই পরয়োজনীয় বই বইটি পড়ে খুব ভালো লাগলো আশা করি সবার কাছে ভালো লাগবে,1
বাংলা ইংরেজি মানে হলে বাংলিশ ভাষা কে খুব দকষতার সহিত হো মারা হয়েছে বইটির দবারা জয় হোক রাবা খানের বাড়া খান,0
নেগেটিভ রেটিং দিতে পারলে খুশি হইতাম,0
ছোট ছোট গলপ দিয়ে সাজানো চমৎকার বই যারা জাপান নিয়ে জানতে আগরহী তারা এটা দিয়ে শুরু করতে পারেন সময় ভালই কাটবে,1
পরথম পরথম পড়তে বেশ লাগছিলো পাতা যত আগাতে লাগলো তারকা তত খসতে থাকলো শেষের  পৃষঠার মত বরণনা সচরাচর দেখা যায়না মনোযোগ ধরে রাখতে হিমশিম খেতে হয়েছে শুধুমাতর পরথম এক তৃতীয়াংশের মত অংশের সমমানে দুই তারকা দিয়ে দিলুম,0
